timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667619266250,672,Request1-1,200,OK,Thread Group 1-4,text,true,,17519,119,10,10,https://www.google.com/,661,0,0
1667619265493,1469,Request1,200,OK,Thread Group 1-5,text,true,,18167,234,10,10,https://www.google.com/,380,0,0
1667619265493,380,Request1-0,301,Moved Permanently,Thread Group 1-5,text,true,,703,115,10,10,https://google.com/,380,0,0
1667619265873,1089,Request1-1,200,OK,Thread Group 1-5,text,true,,17464,119,10,10,https://www.google.com/,1079,0,0
1667619265917,1763,Request1,200,OK,Thread Group 1-7,text,true,,18172,234,10,10,https://www.google.com/,1198,0,0
1667619265917,1198,Request1-0,301,Moved Permanently,Thread Group 1-7,text,true,,703,115,10,10,https://google.com/,1198,0,0
1667619267114,566,Request1-1,200,OK,Thread Group 1-7,text,true,,17469,119,10,10,https://www.google.com/,554,0,0
1667619266347,1363,Request1,200,OK,Thread Group 1-6,text,true,,18256,234,10,10,https://www.google.com/,379,0,0
1667619266347,379,Request1-0,301,Moved Permanently,Thread Group 1-6,text,true,,703,115,10,10,https://google.com/,379,0,0
1667619266725,985,Request1-1,200,OK,Thread Group 1-6,text,true,,17553,119,10,10,https://www.google.com/,973,0,0
1667619266348,1463,Request1,200,OK,Thread Group 1-9,text,true,,18188,234,10,10,https://www.google.com/,379,0,0
1667619266348,379,Request1-0,301,Moved Permanently,Thread Group 1-9,text,true,,703,115,10,10,https://google.com/,379,0,0
1667619266726,1085,Request1-1,200,OK,Thread Group 1-9,text,true,,17485,119,10,10,https://www.google.com/,1073,0,0
1667619266569,1316,Request1,200,OK,Thread Group 1-1,text,true,,18184,234,10,10,https://www.google.com/,804,0,0
1667619266569,804,Request1-0,301,Moved Permanently,Thread Group 1-1,text,true,,703,115,10,10,https://google.com/,804,0,0
1667619267373,512,Request1-1,200,OK,Thread Group 1-1,text,true,,17481,119,10,10,https://www.google.com/,500,0,0
1667619266349,1706,Request1,200,OK,Thread Group 1-8,text,true,,18166,234,10,10,https://www.google.com/,377,0,0
1667619266349,377,Request1-0,301,Moved Permanently,Thread Group 1-8,text,true,,703,115,10,10,https://google.com/,377,0,0
1667619266725,1330,Request1-1,200,OK,Thread Group 1-8,text,true,,17463,119,10,10,https://www.google.com/,1321,0,0
1667619266906,1137,Request1,200,OK,Thread Group 1-2,text,true,,18184,234,10,10,https://www.google.com/,466,0,0
1667619266906,466,Request1-0,301,Moved Permanently,Thread Group 1-2,text,true,,703,115,10,10,https://google.com/,466,0,0
1667619267372,671,Request1-1,200,OK,Thread Group 1-2,text,true,,17481,119,10,10,https://www.google.com/,658,0,0
1667619266999,1152,Request1,200,OK,Thread Group 1-5,text,true,,18206,234,10,10,https://www.google.com/,381,0,0
1667619266999,381,Request1-0,301,Moved Permanently,Thread Group 1-5,text,true,,703,115,10,10,https://google.com/,381,0,0
1667619267380,771,Request1-1,200,OK,Thread Group 1-5,text,true,,17503,119,10,10,https://www.google.com/,760,0,0
1667619265770,2400,Request1,200,OK,Thread Group 1-3,text,true,,18174,234,10,10,https://www.google.com/,1882,0,0
1667619265770,1882,Request1-0,301,Moved Permanently,Thread Group 1-3,text,true,,703,115,10,10,https://google.com/,1882,0,0
1667619267652,518,Request1-1,200,OK,Thread Group 1-3,text,true,,17471,119,10,10,https://www.google.com/,507,0,0
1667619266921,1576,Request1,200,OK,Thread Group 1-4,text,true,,18130,234,10,10,https://www.google.com/,515,0,0
1667619266921,515,Request1-0,301,Moved Permanently,Thread Group 1-4,text,true,,703,115,10,10,https://google.com/,515,0,0
1667619267436,1061,Request1-1,200,OK,Thread Group 1-4,text,true,,17427,119,10,10,https://www.google.com/,1055,0,0
1667619266862,1749,Request1,200,OK,Thread Group 1-10,text,true,,18231,234,10,10,https://www.google.com/,1170,0,0
1667619266862,1170,Request1-0,301,Moved Permanently,Thread Group 1-10,text,true,,703,115,10,10,https://google.com/,1170,0,0
1667619268032,579,Request1-1,200,OK,Thread Group 1-10,text,true,,17528,119,10,10,https://www.google.com/,567,0,0
1667619267811,1173,Request1,200,OK,Thread Group 1-9,text,true,,18186,234,10,10,https://www.google.com/,380,0,0
1667619267811,380,Request1-0,301,Moved Permanently,Thread Group 1-9,text,true,,703,115,10,10,https://google.com/,380,0,0
1667619268191,793,Request1-1,200,OK,Thread Group 1-9,text,true,,17483,119,10,10,https://www.google.com/,780,0,0
1667619267710,1279,Request1,200,OK,Thread Group 1-6,text,true,,18205,234,10,10,https://www.google.com/,380,0,0
1667619267710,380,Request1-0,301,Moved Permanently,Thread Group 1-6,text,true,,703,115,10,10,https://google.com/,380,0,0
1667619268091,898,Request1-1,200,OK,Thread Group 1-6,text,true,,17502,119,10,10,https://www.google.com/,886,0,0
1667619268092,908,Request1,200,OK,Thread Group 1-8,text,true,,18121,234,10,10,https://www.google.com/,378,0,0
1667619268092,378,Request1-0,301,Moved Permanently,Thread Group 1-8,text,true,,703,115,10,10,https://google.com/,378,0,0
1667619268471,529,Request1-1,200,OK,Thread Group 1-8,text,true,,17418,119,10,10,https://www.google.com/,517,0,0
1667619267680,1825,Request1,200,OK,Thread Group 1-7,text,true,,18182,234,10,10,https://www.google.com/,1300,0,0
1667619267680,1300,Request1-0,301,Moved Permanently,Thread Group 1-7,text,true,,703,115,10,10,https://google.com/,1300,0,0
1667619268980,525,Request1-1,200,OK,Thread Group 1-7,text,true,,17479,119,10,10,https://www.google.com/,518,0,0
1667619268092,1535,Request1,200,OK,Thread Group 1-2,text,true,,18261,234,10,10,https://www.google.com/,928,0,0
1667619268092,928,Request1-0,301,Moved Permanently,Thread Group 1-2,text,true,,703,115,10,10,https://google.com/,928,0,0
1667619269020,607,Request1-1,200,OK,Thread Group 1-2,text,true,,17558,119,10,10,https://www.google.com/,596,0,0
1667619267885,1758,Request1,200,OK,Thread Group 1-1,text,true,,18139,234,10,10,https://www.google.com/,815,0,0
1667619267885,815,Request1-0,301,Moved Permanently,Thread Group 1-1,text,true,,703,115,10,10,https://google.com/,815,0,0
1667619268700,943,Request1-1,200,OK,Thread Group 1-1,text,true,,17436,119,10,10,https://www.google.com/,922,0,0
1667619268152,1514,Request1,200,OK,Thread Group 1-5,text,true,,18206,234,10,10,https://www.google.com/,379,0,0
1667619268152,379,Request1-0,301,Moved Permanently,Thread Group 1-5,text,true,,703,115,10,10,https://google.com/,379,0,0
1667619268531,1135,Request1-1,200,OK,Thread Group 1-5,text,true,,17503,119,10,10,https://www.google.com/,1134,0,0
1667619268497,1194,Request1,200,OK,Thread Group 1-4,text,true,,18163,234,10,10,https://www.google.com/,557,0,0
1667619268497,557,Request1-0,301,Moved Permanently,Thread Group 1-4,text,true,,703,115,10,10,https://google.com/,557,0,0
1667619269054,637,Request1-1,200,OK,Thread Group 1-4,text,true,,17460,119,10,10,https://www.google.com/,631,0,0
1667619268172,1743,Request1,200,OK,Thread Group 1-3,text,true,,18164,234,10,10,https://www.google.com/,371,0,0
1667619268172,371,Request1-0,301,Moved Permanently,Thread Group 1-3,text,true,,703,115,10,10,https://google.com/,371,0,0
1667619268543,1372,Request1-1,200,OK,Thread Group 1-3,text,true,,17461,119,10,10,https://www.google.com/,1359,0,0
1667619268989,1358,Request1,200,OK,Thread Group 1-6,text,true,,18181,234,10,10,https://www.google.com/,381,0,0
1667619268989,381,Request1-0,301,Moved Permanently,Thread Group 1-6,text,true,,703,115,10,10,https://google.com/,381,0,0
1667619269371,976,Request1-1,200,OK,Thread Group 1-6,text,true,,17478,119,10,10,https://www.google.com/,969,0,0
1667619268984,1557,Request1,200,OK,Thread Group 1-9,text,true,,18209,234,9,9,https://www.google.com/,379,0,0
1667619268984,379,Request1-0,301,Moved Permanently,Thread Group 1-9,text,true,,703,115,9,9,https://google.com/,379,0,0
1667619269364,1177,Request1-1,200,OK,Thread Group 1-9,text,true,,17506,119,9,9,https://www.google.com/,1177,0,0
1667619269000,1765,Request1,200,OK,Thread Group 1-8,text,true,,18231,234,8,8,https://www.google.com/,379,0,0
1667619269000,379,Request1-0,301,Moved Permanently,Thread Group 1-8,text,true,,703,115,8,8,https://google.com/,379,0,0
1667619269379,1386,Request1-1,200,OK,Thread Group 1-8,text,true,,17528,119,8,8,https://www.google.com/,1385,0,0
1667619269666,1126,Request1,200,OK,Thread Group 1-5,text,true,,18201,234,7,7,https://www.google.com/,453,0,0
1667619269666,453,Request1-0,301,Moved Permanently,Thread Group 1-5,text,true,,703,115,7,7,https://google.com/,453,0,0
1667619270119,673,Request1-1,200,OK,Thread Group 1-5,text,true,,17498,119,7,7,https://www.google.com/,661,0,0
1667619269916,938,Request1,200,OK,Thread Group 1-3,text,true,,18237,234,6,6,https://www.google.com/,392,0,0
1667619269916,392,Request1-0,301,Moved Permanently,Thread Group 1-3,text,true,,703,115,6,6,https://google.com/,392,0,0
1667619270308,546,Request1-1,200,OK,Thread Group 1-3,text,true,,17534,119,6,6,https://www.google.com/,546,0,0
1667619269665,1309,Request1,200,OK,Thread Group 1-1,text,true,,18178,234,5,5,https://www.google.com/,454,0,0
1667619269665,454,Request1-0,301,Moved Permanently,Thread Group 1-1,text,true,,703,115,5,5,https://google.com/,454,0,0
1667619270119,855,Request1-1,200,OK,Thread Group 1-1,text,true,,17475,119,5,5,https://www.google.com/,855,0,0
1667619269643,1647,Request1,200,OK,Thread Group 1-2,text,true,,18192,234,4,4,https://www.google.com/,565,0,0
1667619269643,565,Request1-0,301,Moved Permanently,Thread Group 1-2,text,true,,703,115,4,4,https://google.com/,565,0,0
1667619270208,1082,Request1-1,200,OK,Thread Group 1-2,text,true,,17489,119,4,4,https://www.google.com/,1070,0,0
1667619269513,1790,Request1,200,OK,Thread Group 1-7,text,true,,18150,234,3,3,https://www.google.com/,1239,0,0
1667619269513,1239,Request1-0,301,Moved Permanently,Thread Group 1-7,text,true,,703,115,3,3,https://google.com/,1239,0,0
1667619270753,550,Request1-1,200,OK,Thread Group 1-7,text,true,,17447,119,3,3,https://www.google.com/,539,0,0
1667619268625,2696,Request1,200,OK,Thread Group 1-10,text,true,,18166,234,2,2,https://www.google.com/,1177,0,0
1667619268625,1177,Request1-0,301,Moved Permanently,Thread Group 1-10,text,true,,703,115,2,2,https://google.com/,1177,0,0
1667619269802,1519,Request1-1,200,OK,Thread Group 1-10,text,true,,17463,119,2,2,https://www.google.com/,1507,0,0
1667619269751,3098,Request1,200,OK,Thread Group 1-4,text,true,,18217,234,1,1,https://www.google.com/,872,0,0
1667619269751,872,Request1-0,301,Moved Permanently,Thread Group 1-4,text,true,,703,115,1,1,https://google.com/,872,0,0
1667619270623,2226,Request1-1,200,OK,Thread Group 1-4,text,true,,17514,119,1,1,https://www.google.com/,2216,0,0
